X,Y,Intersection,All Motorized Vehicles AADT (24 hour volume) ,% Trucks,Pedestrians Not Factored,Bicycles Not Factored,Data Collection Date,,,,,
349415.5819,5014324.431,CARP RD @ HOBIN ST/MCCOOEYE LANE,14043,4.88%,98,11,2017-May-04,,,,,
346209.563,5017160.461,CARP RD @ RICHARDSON SIDE RD,17756,10.10%,0,10,2017-May-04,,,,,
341348.0819,5022639.945,CARP RD @ RIVINGTON ST,5349,3.13%,3,4,2017-Aug-16,,,,,
349524.7871,5014330.211,CARP RD @ STITTSVILLE MAIN ST,24421,3.59%,218,19,2017-May-04,,,,,
347737.571,5015442.444,CARP RD @ WESTBROOK RD,25826,6.47%,127,4,2017-May-04,,,,,
365153.291,5029848.782,CARRUTHERS AVE @ SCOTT ST,15235,18.33%,735,37,2017-Mar-28,,,,,
351950.4529,5018943.516,CASTLEFRANK RD @ KATIMAVIK RD,20673,3.74%,522,3,2017-Mar-30,,,,,
353398.6189,5016665.445,CASTLEFRANK RD N @ GLAMORGAN DR N,2582,1.46%,43,36,2017-Jul-18,,,,,
368552.709,5030577.568,CATHERINE ST @ ELGIN ST,14869,2.67%,901,85,2017-Apr-19,,,,,
367907.7071,5030188.565,CATHERINE ST @ KENT ST,21134,2.85%,1008,15,2017-Apr-05,,,,,
367747.7071,5030092.565,CATHERINE ST @ LYON ST/HWY 417 LYON IC120BR36,12426,3.47%,279,7,2017-Apr-19,,,,,
367491.706,5029937.564,CATHERINE ST @ PERCY ST,7031,4.29%,639,170,2017-Apr-05,,,,,
361381.9985,5015465.764,CEDARVIEW RD @ 217 S  OF FALLOWFIELD RD/CEDARV,8534,3.87%,87,0,2017-Jan-17,,,,,
361474.671,5015252.433,CEDARVIEW RD @ JOCKVALE RD,11283,3.28%,94,0,2017-Jan-17,,,,,
361474.671,5015252.433,CEDARVIEW RD @ JOCKVALE RD,11180,1.89%,159,2,2017-Jun-29,,,,,
361667.671,5014806.429,CEDARVIEW RD @ MARAVISTA DR,5990,2.76%,386,36,2017-May-24,,,,,
361885.4828,5022441.797,CENTREPOINTE DR @ 50 S OF MARBLE ARCH/REC PATH,3531,3.61%,230,6,2017-Jan-12,,,,,
362327.0129,5023204.499,CENTREPOINTE DR @ HEMMINGWOOD WAY E,11968,1.41%,152,81,2017-Jun-07,,,,,
362435.1004,5023006.586,CENTREPOINTE DR @ REC PATH BEN FRANKLIN PL,11628,1.82%,794,11,2017-Jan-12,,,,,
367933.7079,5030047.564,CHAMBERLAIN AVE @ KENT ST,12247,4.07%,348,9,2017-Apr-05,,,,,
368892.4079,5032643.268,CHAPEL ST @ RIDEAU ST,11093,7.70%,1870,124,2017-May-09,,,,,
364841.826,5014582.921,CHAPMAN MILLS DR @ LONGFIELDS DR,19691,2.93%,208,77,2017-May-24,,,,,
384705.76,5037594.569,CHARLEMAGNE BLVD @ VALIN ST,8851,2.70%,180,10,2017-May-25,,,,,
365964.7041,5023709.511,CHESTERTON DR @ FOUR SEASONS DR,2418,5.35%,66,35,2017-Jul-26,,,,,
365101.6989,5024009.513,CHESTERTON DR @ MEADOWLANDS DR,18212,2.81%,415,0,2017-Jan-11,,,,,
363227.6901,5028292.55,CHURCHILL AVE @ RICHMOND RD,23167,3.15%,2048,67,2017-Nov-22,,,,,
374624.72,5035488.599,CLANCY ST @ MELDRUM AVE,748,2.43%,44,1,2017-Jan-25,,,,,
364704.6959,5028629.553,CLARENDON AVE @ JAVA ST,1426,2.76%,607,38,2017-Nov-22,,,,,
385170.674,5035015.398,CLARINGTON AVE @ VISTAPARK DR,1355,2.18%,59,7,2017-Oct-12,,,,,
372108.7159,5033591.589,CLARKE AVE @ BORTHWICK AVE,2341,2.18%,111,18,2017-Nov-21,,,,,
372173.7159,5033618.589,CLARKE AVE @ CUMMINGS AVE,4658,3.98%,158,66,2017-Jun-21,,,,,
369274.963,5029921.562,CLEGG ST @ MAIN ST,21199,3.08%,321,28,2017-Dec-14,,,,,
367966.708,5029724.561,CLEMOW AVE @ LYON ST,2017,1.71%,390,6,2017-Mar-07,,,,,
367710.7071,5029570.56,CLEMOW AVE @ PERCY ST,3000,1.76%,424,28,2017-Mar-07,,,,,
361396.5871,5014648.178,COBBLE HILL DR @ MARAVISTA DR,3675,2.78%,127,7,2017-Mar-28,,,,,
368820.7049,5033173.592,COBOURG ST @ OLD ST. PATRICK ST,8540,5.81%,489,91,2017-Nov-23,,,,,
368801.9819,5033237.143,COBOURG ST @ ST. PATRICK ST,39707,2.57%,466,503,2017-Sep-20,,,,,
368801.9819,5033237.143,COBOURG ST @ ST. PATRICK ST,37506,2.51%,433,414,2017-May-18,,,,,
368542.7121,5028771.553,COLONEL BY DR @ ECHO DR S,14848,0.27%,287,1,2017-Feb-10,,,,,
368542.7121,5028771.553,COLONEL BY DR @ ECHO DR S,12797,0.17%,585,0,2017-Feb-11,,,,,
367604.7619,5025875.265,COLONEL BY DR @ HOG'S BACK RD,29916,0.66%,1,2,2017-Mar-22,,,,,
368227.711,5028575.551,COLONEL BY DR @ LEONARD AVE,14715,0.29%,68,2,2017-Feb-10,,,,,
368227.711,5028575.551,COLONEL BY DR @ LEONARD AVE,12257,0.21%,220,0,2017-Feb-11,,,,,
368859.7101,5030914.571,COLONEL BY DR @ MAIN ST,15293,0.24%,114,4,2017-Feb-02,,,,,
368294.711,5028635.552,COLONEL BY DR @ ROSEDALE AVE,14461,0.26%,20,2,2017-Feb-10,,,,,
368294.711,5028635.552,COLONEL BY DR @ ROSEDALE AVE,12281,0.19%,121,0,2017-Feb-11,,,,,
368075.7101,5028519.551,COLONEL BY DR @ SENECA ST,12447,0.22%,147,0,2017-Feb-11,,,,,
368002.7049,5031904.581,COLONEL BY DR/MACKENZIE AVE @ DALY AVE,22002,1.30%,477,28,2017-Dec-14,,,,,
393997.8329,5033694.505,COLONIAL RD @ DUNNING RD,5736,10.30%,2,4,2017-Oct-17,,,,,
365365.4329,5022539.619,COLONNADE RD @ MERIVALE RD,47372,3.57%,91,2,2017-Mar-22,,,,,
385041.5959,5038064.369,COMO CRES N @ VARENNES BLVD,4103,3.99%,113,32,2017-Sep-20,,,,,
369075.8049,5031012.79,CONCORD ST @ MONTCALM ST,510,5.14%,218,7,2017-Feb-02,,,,,
373684.2311,5025597.103,CONROY RD @ 212 N OF HUNTCLUB RD,17091,4.30%,190,81,2017-May-18,,,,,
374573.746,5023515.508,CONROY RD @ DAVIDSON RD N,13784,4.51%,2,8,2017-Jun-01,,,,,
373396.8071,5026308.455,CONROY RD @ JOHNSTON RD,29320,3.31%,119,74,2017-May-18,,,,,
374351.7441,5024043.512,CONROY RD @ QUEENSDALE AVE,12995,4.67%,0,6,2017-Jun-01,,,,,
374288.7441,5024190.513,CONROY RD @ ROSEBELLA AVE,12804,3.67%,2,2,2017-Jun-29,,,,,
373069.966,5027159.299,CONROY RD @ ST. LAURENT BLVD,26387,3.00%,352,105,2017-Jun-01,,,,,
373205.2,5026793.405,CONROY RD @ THURSTON DR,28592,3.34%,126,117,2017-May-18,,,,,
374593.746,5023467.508,CONROY RD S @ DAVIDSON RD,13349,4.86%,0,7,2017-Jun-01,,,,,
336736.6951,5037257.145,CONSTANCE BAY RD @ DUNROBIN RD,5151,3.28%,0,5,2017-Aug-03,,,,,
367482.7049,5030889.572,COOPER ST @ KENT ST,12634,2.72%,2604,154,2017-May-30,,,,,
353997.269,5015345.308,COPE @ TERRY FOX,19827,3.70%,90,39,2017-Jul-12,,,,,
371632.7219,5030424.563,CORONATION AVE @ CHOMLEY CRES,3316,5.39%,116,42,2017-Nov-09,,,,,
372437.7249,5030196.559,CORONATION AVE @ RUSSELL RD,12737,3.80%,101,52,2017-Jun-01,,,,,
380940.754,5033546.558,CREEK CROSSING ST @ ORLEANS BLVD,5782,4.35%,221,0,2017-Jan-25,,,,,
366939.406,5016514.564,CRESTWAY DR @ LEIKIN DR,8930,2.84%,382,46,2017-May-24,,,,,
366667.657,5016365.122,CRESTWAY DR @ OLDFIELD ST,4762,1.79%,133,1,2017-Nov-22,,,,,
366346.9011,5015471.133,CRESTWAY DR @ STRANDHERD DR,31828,2.92%,206,14,2017-Apr-25,,,,,
355913.634,5015513.433,CROWNRIDGE DR @ GRASSY PLAINS DR,5102,4.05%,137,39,2017-Jun-14,,,,,
368374.511,5032329.974,CUMBERLAND ST @ RIDEAU ST,15257,20.49%,7887,197,2017-May-09,,,,,
372403.7189,5033032.583,CUMMINGS AVE @ GARDENVALE RD,5777,3.72%,288,42,2017-Jun-21,,,,,
375047.734,5031119.561,CYRVILLE RD @ INNES RD,65044,4.18%,170,55,2017-May-03,,,,,
368341.18,5032120.449,DALY AVE @ WALLER ST,17855,11.69%,1171,59,2017-May-09,,,,,
364344.694,5029812.564,DE L' EGLANTINE ST RUE @ GOLDENROD ST,3305,5.01%,1640,5,2017-Jan-11,,,,,
367390.711,5021523.494,DEAKIN ST @ PRINCE OF WALES DR,27085,0.77%,9,0,2017-Jan-14,,,,,
380868.737,5038509.598,DECARIE DR @ JEANNE D'ARC BLVD,8174,3.81%,250,42,2017-May-09,,,,,
384552.42,5034727.156,"DECOEUR, PROMENADE/SOUTHFIELD WAY @ TENTH LINE RD",10837,5.52%,48,0,2017-Feb-09,,,,,
385256.7981,5011048.416,DERBY ST @ VICTORIA ST,4921,1.63%,35,8,2017-Jul-08,,,,,
383334.7559,5036664.569,DES EPINETTES AVE @ PRESTWICK DR,9220,3.22%,334,38,2017-May-25,,,,,
397384.8921,5025071.454,DEVINE RD @ DUNNING RD,1442,6.95%,2,6,2017-Oct-17,,,,,
343092.4611,5022591.832,DONALD B. MUNRO DR/OLD CARP RD W @ MARCH RD,8005,4.42%,3,19,2017-May-25,,,,,
372159.7271,5028558.547,DORVAL AVE @ PLEASANT PARK RD,4304,2.79%,117,15,2017-Mar-21,,,,,
385309.7989,5011080.416,DOW ST @ VICTORIA ST,6237,6.28%,80,12,2017-Sep-21,,,,,
383111.234,5035761.088,DU GRAND BOIS AVE @ INNES RD,38955,3.18%,108,82,2017-Sep-20,,,,,
368882.4729,5034129.017,DUFFERIN RD @ LISGAR RD/RIDEAU TER,2656,2.04%,74,214,2017-Jul-06,,,,,
365090.6441,5012122.311,DUNDONALD DR @ GREENBANK RD,8154,5.27%,170,16,2017-May-24,,,,,
390522.7819,5041990.57,DUNNING RD @ LOOKOUT DR,3863,6.36%,2,2,2017-Mar-02,,,,,
390267.7789,5042527.576,DUNNING RD @ OLD MONTREAL RD,5333,6.04%,17,1,2017-Oct-17,,,,,
396215.8729,5027945.472,DUNNING RD @ RUSSELL RD,5781,7.36%,0,5,2017-Oct-17,,,,,
398072.9011,5023377.441,DUNNING RD @ RUSSLAND RD,2673,3.93%,0,1,2017-Oct-17,,,,,
354337.8419,4989350.232,DWYER HILL RD @ ROGER STEVENS DR,4003,5.28%,0,1,2017-Nov-02,,,,,
354529.2503,5016255.064,EAGLESON RD @ 240 N OF CADENCE GT/LOBLAWS SC,21668,2.05%,81,6,2017-Apr-11,,,,,
354273.2205,5016903.492,EAGLESON RD @ 300 N OF MICHAEL COWPLAND/EAGLES,38463,2.36%,95,2,2017-Dec-21,,,,,
354620.626,5016027.438,EAGLESON RD @ COPE DR/CADENCE GT,27095,1.74%,126,2,2017-Dec-21,,,,,
354798.626,5015587.434,EAGLESON RD @ FERNBANK RD,18695,2.51%,44,6,2017-Apr-11,,,,,
355333.6271,5014247.422,EAGLESON RD @ FLEWELLYN RD,14054,4.24%,0,5,2017-Jul-06,,,,,
372560.737,5017440.465,EARL ARMSTRONG RD @ BOWESVILLE RD,6636,1.90%,0,24,2017-Aug-29,,,,,
368840.0389,5015288.225,EARL ARMSTRONG RD @ SHORELINE DR,22508,4.46%,53,35,2017-Sep-13,,,,,
365250.697,5017506.458,EARL MULLIGAN DR @ WOODROFFE AVE,42469,1.89%,17,1,2017-Mar-02,,,,,
375577.723,5035668.597,EASTVALE DR @ KENDER AVE,2225,5.89%,131,46,2017-Sep-20,,,,,
371288.677,5033366.692,"EGLISE, RUE DE L @ COLLEGE CIRC",2379,2.07%,122,2,2017-Jan-25,,,,,
367948.7049,5031549.578,ELGIN ST @ LAURIER AVE,33026,3.95%,11950,576,2017-Apr-05,,,,,
375059.7151,5001066.324,ELIZABETH ST @ OSGOODE MAIN ST,5159,2.91%,27,0,2017-Jan-17,,,,,
350441.9929,5013102.944,ELM CRES N @ STITTSVILLE MAIN ST,14008,4.26%,172,6,2017-May-25,,,,,
365829.703,5021418.492,ENTERPRISE AVE @ MERIVALE RD,27224,6.14%,99,0,2017-Jan-11,,,,,
374013.734,5029320.55,ERINBROOK CRES @ FOLKSTONE CRT,117,2.82%,7,3,2017-Jul-06,,,,,
369930.72,5027031.537,EVANS BLVD @ BANK ST,24911,2.70%,275,37,2017-Apr-25,,,,,
369040.8781,5030475.192,EVELYN AVE @ MAIN ST,15345,3.41%,363,25,2017-Mar-07,,,,,
361721.674,5015913.44,FALLOWFIELD RD @ LARKIN DR,16935,3.79%,0,0,2017-Nov-02,,,,,
366891.7071,5018844.471,FALLOWFIELD RD @ MERIVALE RD,25793,2.75%,0,2,2017-Mar-02,,,,,
362641.68,5016445.445,FALLOWFIELD RD @ ORR ST,17371,3.10%,1,2,2017-Nov-02,,,,,
358398.6479,5013997.42,FALLOWFIELD RD @ STEEPLE HILL CRES,17099,4.42%,10,0,2017-Feb-02,,,,,
364467.657,5017549.206,FALLOWFIELD RD @ TRANSITWAY/VIARAIL,27066,5.31%,36,0,2017-Jan-17,,,,,
364847.2373,5017766.021,FALLOWFIELD RD @ VIA PARK PL/275 W OF WOODROFFE AVE,31706,3.53%,419,1,2017-Jan-17,,,,,
365085.6959,5017903.461,FALLOWFIELD RD @ WOODROFFE AVE,54417,2.20%,13,2,2017-Mar-02,,,,,
373912.7449,5020704.489,FENTON RD @ LEITRIM RD,12058,4.87%,3,3,2017-Apr-12,,,,,
354121.9537,5014963.635,FERNBANK RD @ SMART CENTRE SC / 235 W OF TERRY FOX DR,11883,2.90%,2,1,2017-Apr-11,,,,,
351561.609,5018126.459,FESSENDEN WAY @ MCCURDY DR,1526,5.37%,22,1,2017-Dec-06,,,,,
375847.474,5020459.962,FINDLAY CREEK DR @ BANK ST,15210,4.80%,37,0,2017-Mar-13,,,,,
366918.7079,5024209.515,FISHER AVE @ VIEWMOUNT DR,19338,3.14%,66,4,2017-Jan-11,,,,,
356789.5781,5020289.306,FITZGERALD RD @ ROBERTSON RD,29346,2.57%,848,2,2017-Nov-30,,,,,
327081.5901,5036850.686,FITZROY ST @ KEDEY ST,833,7.47%,137,12,2017-Jun-14,,,,,
352993.6041,5012174.406,FLEWELLYN RD @ SHEA RD,6283,7.07%,0,17,2017-Sep-19,,,,,
367828.7071,5030323.567,FLORA ST @ KENT ST,12634,2.72%,2604,154,2017-May-30,,,,,
362504.294,5027656.155,FRASER AVE @ BYRON AVE,4132,1.43%,363,330,2017-Aug-29,,,,,
362949.5871,5013991.964,FRASER FIELDS WAY @ STRANDHERD DR,19820,5.14%,3,1,2017-May-25,,,,,
368771.706,5032570.586,FRIEL ST @ RIDEAU ST,11355,8.21%,3240,130,2017-May-09,,,,,
374549.72,5035457.599,GAINES DR @ MELDRUM AVE,796,2.29%,30,0,2017-Jan-25,,,,,
385131.4951,5037091.438,GARDENWAY DR @ PARADISE CRES W/SATURN CRES W,1986,4.46%,148,39,2017-Jun-28,,,,,
367615.7049,5030672.57,GILMOUR ST @ KENT ST,15812,2.26%,1953,76,2017-Apr-05,,,,,
367943.706,5030868.572,GILMOUR ST @ O'CONNOR ST,14348,2.21%,1790,95,2017-Mar-21,,,,,
367744.706,5030459.568,GLADSTONE AVE @ KENT ST,23138,3.00%,1407,252,2017-Apr-25,,,,,
368230.7079,5030750.57,GLADSTONE AVE @ METCALFE ST,13272,2.56%,1200,38,2017-Apr-04,,,,,
368074.7071,5030658.569,GLADSTONE AVE @ O'CONNOR ST,20347,2.44%,1929,73,2017-Mar-21,,,,,
366490.966,5029712.332,GLADSTONE AVE @ PRESTON ST,20025,6.54%,1596,470,2017-Jun-20,,,,,
367357.7041,5031098.574,GLOUCESTER ST @ KENT ST,15646,2.67%,5812,81,2017-Apr-05,,,,,
367833.7049,5031386.576,GLOUCESTER ST @ METCALFE ST,10777,2.08%,6991,51,2017-Apr-04,,,,,
367678.7049,5031292.576,GLOUCESTER ST @ O'CONNOR ST,13579,2.88%,5297,75,2017-Mar-21,,,,,
384939.8219,5034498.84,GOLDENBROOK WAY @ HARVEST VALLEY AVE,4176,1.74%,120,1,2017-Mar-21,,,,,
364399.694,5029688.563,GOLDENROD ST @ SORREL ST,2276,3.28%,1503,6,2017-Jan-11,,,,,
364449.694,5029568.562,GOLDENROD ST @ YARROW ST,1123,3.57%,1051,0,2017-Jan-11,,,,,
349438.006,5022666.636,GOULBOURN FORCED RD @ INNOVATION DR,9562,3.24%,396,47,2017-Jun-07,,,,,
365051.6989,5023901.512,GRANT CARMAN DR @ MEADOWLANDS DR,22173,1.51%,353,3,2017-Mar-22,,,,,
363615.9271,5015523.062,GREENBANK RD @ HIGHBURY PARK DR,24208,2.12%,34,4,2017-Apr-20,,,,,
365285.2559,5011656.861,GREENBANK RD @ KILBIRNIE DR,7667,3.83%,73,11,2017-Nov-09,,,,,
363311.6841,5016194.444,GREENBANK RD @ MALVERN DR/FOXFIELD DR,31206,2.15%,212,6,2017-Mar-30,,,,,
369099.677,5031194.504,GREENFIELD AVE @ HWY 417 NICHOLAS IC118R43,15559,3.01%,144,9,2017-Feb-02,,,,,
368893.606,5030815.757,GREENFIELD AVE @ MAIN ST,12968,1.39%,271,27,2017-Feb-02,,,,,
364549.9559,5019230.752,GRENFELL CRES @ WOODROFFE AVE,30191,1.63%,32,36,2017-Jun-28,,,,,
368345.7619,5028070.547,GROVE AVE @ SENECA ST,1275,6.17%,363,118,2017-Jul-27,,,,,
372402.7279,5028586.547,HAIG DR @ PLEASANT PARK RD,10832,2.63%,254,127,2017-Jun-01,,,,,
373262.731,5029288.551,HAMLET RD @ OTHELLO AVE,7608,2.30%,615,31,2017-May-25,,,,,
385309.994,5034667.122,HARVEST VALLEY AVE @ GLASTONBURY WALK,2944,5.23%,230,15,2017-Oct-12,,,,,
368972.3359,5030633.11,HAWTHORNE AVE @ MAIN ST,24502,2.36%,576,38,2017-Dec-14,,,,,
368972.3359,5030633.11,HAWTHORNE AVE @ MAIN ST,19191,2.56%,464,21,2017-Mar-07,,,,,
377038.7589,5022709.501,HAWTHORNE RD @ LEITRIM RD,20180,14.99%,0,4,2017-May-18,,,,,
378618.771,5018940.476,HAWTHORNE RD @ RIDEAU RD,9651,24.54%,0,1,2017-Jun-08,,,,,
376247.7529,5024595.514,HAWTHORNE RD @ WHYTE SIDE RD,16199,15.53%,1,5,2017-Jul-27,,,,,
369167.5249,5030176.002,HAZEL ST @ MAIN ST,15990,3.44%,701,19,2017-Mar-07,,,,,
352323.623,5021528.488,HERZBERG RD @ MARCH RD,46009,1.56%,32,12,2017-Mar-30,,,,,
364163.629,5015915.919,HIGHBURY PARK DR @ LONGFIELDS DR,10572,2.57%,197,6,2017-Apr-25,,,,,
364163.629,5015915.919,HIGHBURY PARK DR @ LONGFIELDS DR,10501,1.96%,176,0,2017-Jan-11,,,,,
364163.629,5015915.919,HIGHBURY PARK DR @ LONGFIELDS DR,11627,2.36%,335,20,2017-Sep-19,,,,,
375621.9641,5020258.643,HILLMAN MARSH WAY @ CEDAR CREEK DR,1491,8.90%,81,8,2017-Jun-15,,,,,
370267.717,5030199.563,HINCKS LANE E @ RIVERSIDE DR,5092,2.83%,354,55,2017-Sep-20,,,,,
364832.6959,5029372.56,HOLLAND AVE @ SPENCER ST,12947,5.72%,1465,17,2017-Jan-11,,,,,
365031.697,5028917.556,HOLLAND AVE @ TYNDALL ST,16804,4.03%,464,21,2017-Jan-11,,,,,
364929.697,5029153.558,HOLLAND AVE @ WELLINGTON ST,21648,5.00%,3906,123,2017-Nov-22,,,,,
364737.6951,5029595.562,HOLLAND AVE/TUNNEY'S PASTURE @ SCOTT ST,22419,13.80%,5493,90,2017-Nov-22,,,,,
358496.6751,5022986.456,HOLLY ACRES RD @ TRANSITWAY - BAYSHORE/278 N O,10691,11.77%,26,15,2017-Mar-30,,,,,
368662.717,5022311.5,HUNT CLUB RD @ CANADAIR PRIV,35482,4.81%,99,9,2017-May-01,,,,,
370507.726,5023400.509,HUNT CLUB RD @ DOWNPATRICK RD/MCCARTHY RD,34024,5.66%,235,18,2017-Apr-25,,,,,
372823.7359,5024807.519,HUNT CLUB RD @ LORRY GREENBERG DR/SABLE RIDGE,31634,4.94%,128,11,2017-Apr-25,,,,,
374193.7411,5025653.523,HUNT CLUB RD @ MALAK ST,27314,5.54%,13,9,2017-Jun-01,,,,,
380560.12,5036174.579,HUNTER'S RUN DR @ JEANNE D'ARC BLVD,20149,2.39%,143,9,2017-May-09,,,,,
373227.737,5025207.521,HUNTERSFIELD DR @ PIKE ST,3374,2.28%,39,4,2017-Nov-30,,,,,
350267.6419,5016713.515,HUNTMAR DR @ MAPLE GROVE RD,18106,2.35%,126,0,2017-Nov-23,,,,,
351616.063,5019224.795,HWY 417 CASTLEFR IC139R61 @ KANATA AVE,24167,3.98%,18,7,2017-Dec-06,,,,,
374641.7329,5030921.56,HWY 417 INNES IC112R68 @ INNES RD,58834,4.94%,3,8,2017-Apr-11,,,,,
356458.651,5022042.492,HWY 417 MOODIE IC134R52 @ MOODIE DR,25613,3.21%,1,2,2017-Jan-12,,,,,
370884.7181,5030557.565,INDUSTRIAL AVE @ ALTA VISTA DR/SANDFORD FLEMIN,42991,5.58%,517,31,2017-Nov-21,,,,,
370684.717,5030592.566,INDUSTRIAL AVE @ RIVERSIDE DR,61124,6.48%,365,17,2017-Nov-29,,,,,
382637.7559,5035567.564,INNES RD @ JEANNE D'ARC BLVD/MER BLEUE RD,49256,2.88%,271,47,2017-May-03,,,,,
384844.7641,5036560.56,INNES RD @ ORCHARDVIEW AVE/ESPRIT DR,29923,3.08%,251,33,2017-May-03,,,,,
380460.7951,5034296.403,INNES RD @ ORLEANS BLVD,40237,3.47%,361,40,2017-May-03,,,,,
385631.7679,5036892.558,INNES RD @ PORTOBELLO BLVD,25192,3.88%,277,20,2017-May-09,,,,,
386110.191,5037083.966,INNES RD @ PROVENCE AVE,19339,4.24%,498,15,2017-May-09,,,,,
383957.6671,5036156.609,INNES RD @ TENTH LINE RD,54664,2.73%,462,52,2017-May-03,,,,,
381798.7529,5035073.565,INNES RD @ VISENEAU DR,33290,2.92%,185,1,2017-Jan-25,,,,,
391655.797,5039341.545,INNES RD/BEATON RD @ DUNNING RD,5947,7.41%,2,3,2017-Oct-17,,,,,
362282.6849,5024441.516,IRIS ST @ WOODROFFE AVE,52552,2.08%,226,7,2017-Mar-22,,,,,
368297.709,5030309.566,ISABELLA ST/HWY 417 O'CONN IC119BR57 @ O'CONNO,29190,3.18%,989,28,2017-Mar-21,,,,,
364130.694,5028867.556,ISLAND PARK DR @ RICHMOND RD,25538,2.20%,773,251,2017-Apr-25,,,,,
363833.6921,5029040.557,ISLAND PARK DR @ SCOTT ST,27206,1.18%,618,69,2017-Mar-28,,,,,
367659.706,5030598.569,JAMES ST @ KENT ST,14437,2.65%,1281,118,2017-May-30,,,,,
375354.7279,5033720.581,JASMINE CRES S @ OGILVIE RD,14699,4.82%,188,8,2017-Feb-09,,,,,
379267.7321,5037741.599,JEANNE D'ARC BLVD @ VORLAGE DR W/VOYAGEUR WAY,11906,3.18%,334,12,2017-May-09,,,,,
363560.4819,5014577.85,JOCKVALE RD @ STRANDHERD DR,29662,3.71%,195,6,2017-Apr-25,,,,,
381156.426,5032327.413,JOSHUA ST @ RENAUD RD,10287,2.61%,73,5,2017-May-25,,,,,
350286.5929,5019728.823,KANATA AVE @ GOLDRIDGE DR/EVANSHEN PL,12188,2.81%,215,64,2017-Jun-07,,,,,
349305.871,5019211.584,KANATA AVE @ TERRY FOX DR,20840,3.11%,16,10,2017-Apr-11,,,,,
367703.706,5030526.569,KENT ST @ FLORENCE ST,14217,2.63%,957,98,2017-May-30,,,,,
367316.703,5031164.575,KENT ST @ LAURIER AVE,18748,3.23%,12631,432,2017-Apr-05,,,,,
367572.7049,5030742.571,KENT ST @ MACLAREN ST,13462,2.68%,1690,156,2017-May-30,,,,,
367398.7041,5031029.574,KENT ST @ NEPEAN ST,14145,2.49%,4312,72,2017-Apr-05,,,,,
367179.703,5031386.577,KENT ST @ QUEEN ST,12975,4.03%,12009,81,2017-Apr-05,,,,,
367261.703,5031252.576,KENT ST @ SLATER ST,22976,11.69%,13942,34,2017-Mar-28,,,,,
367526.7049,5030815.571,KENT ST @ SOMERSET ST,21327,2.80%,4004,196,2017-Apr-05,,,,,
367139.7019,5031455.578,KENT ST @ SPARKS ST,9434,2.47%,10083,31,2017-Apr-05,,,,,
367097.7019,5031526.578,KENT ST @ WELLINGTON ST,26107,5.83%,4110,56,2017-Apr-05,,,,,
363864.6921,5029334.56,KEYWORTH AVE @ SUNNYMEDE AVE,576,7.41%,57,50,2017-Aug-29,,,,,
365568.98,5011702.966,KILMARNOCK WAY @ KILBIRNIE DR,1958,9.58%,132,26,2017-Sep-19,,,,,
329178.143,5028030.146,KINBURN SIDE RD @ LOGGERS WAY,1816,8.22%,37,0,2017-Jan-25,,,,,
334899.574,5033077.611,KINBURN SIDE RD @ STONECREST RD,2196,11.64%,3,23,2017-Jun-14,,,,,
368248.7041,5032823.589,KING EDWARD AVE @ ST. PATRICK ST,40378,7.93%,755,90,2017-May-09,,,,,
367663.7,5033503.597,KING EDWARD AVE @ SUSSEX DR,28637,2.21%,937,648,2017-May-18,,,,,
363995.963,5028138.062,KIRKWOOD AVE @ IONA ST,12530,4.33%,111,100,2017-May-25,,,,,
363778.6921,5028641.554,KIRKWOOD AVE @ RICHMOND RD,16478,4.26%,1139,141,2017-Apr-20,,,,,
364212.6951,5027636.544,KIRKWOOD AVE @ SEBRING AVE,14403,3.39%,327,139,2017-Jun-08,,,,,
361775.6841,5026620.535,KNIGHTSBRIDGE RD @ LOCKHART AVE,2339,5.69%,345,9,2017-Feb-22,,,,,
361623.683,5026560.534,KNIGHTSBRIDGE RD @ WOODROFFE AVE,15815,2.58%,170,3,2017-Feb-22,,,,,
362681.1323,5021407.027,KNOXDALE RD @ 33 E OF CAROLA ST/MANORDALE PS,6114,2.56%,178,11,2017-Mar-30,,,,,
372541.7219,5031688.571,LABELLE ST/RAMP @ LEMIEUX ST/HWY417 IC115 RAMP,15205,7.28%,305,0,2017-Dec-14,,,,,
361565.266,5014662.408,LAMPLIGHTERS DR @ FOSTERBROOK WAY,515,5.08%,101,2,2017-Nov-09,,,,,
363624.691,5028913.556,LANARK AVE/WEST VILLAGE PRIV @ SCOTT ST,14039,2.30%,435,66,2017-Mar-28,,,,,
367153.703,5031068.574,LAURIER AVE @ LYON ST,17345,1.69%,5372,177,2017-Dec-13,,,,,
367636.7041,5031358.576,LAURIER AVE @ O'CONNOR ST,18588,2.79%,11945,272,2017-Mar-21,,,,,
369004.42,5030561.651,LEES AVE / GRAHAM AVE @ MAIN ST,18363,3.83%,706,780,2017-Jul-06,,,,,
369004.42,5030561.651,LEES AVE / GRAHAM AVE @ MAIN ST,17829,3.99%,588,31,2017-Mar-07,,,,,
369178.7989,5031334.746,LEES AVE @ KING EDWARD AVE/MANN AVE,27608,4.58%,569,9,2017-Dec-14,,,,,
369178.7989,5031334.746,LEES AVE @ KING EDWARD AVE/MANN AVE,25840,5.44%,790,8,2017-Feb-02,,,,,
351152.6163,5022465.415,LEGGET DR @ 386 W OF SCHNEIDER RD/MITEL ACCESS,6227,2.74%,1428,8,2017-Apr-11,,,,,
